FOR UNITED STATES SENATOR ( 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KEVIN RYAN,,,,,ROBIN KELLY,,,,,JULIANA STRATTON,,,,,RAJA KRISHNAMOORTHI,,,,,STEVE BOTSFORD JR.,,,,,BRYAN MAXWELL,,,,,JONATHAN DEAN,,,,,SEAN BROWN,,,,,AWISI A. BUSTOS,,,,,CHRISTOPHER SWANN,,,,,Adam Delgado,,,,,
Precinct,Registered Voters,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Total
York 010,1295,3,1,12,0,16,8,7,7,0,22,39,30,37,0,106,50,29,28,0,107,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,256
York 011,1195,1,3,2,0,6,10,8,11,0,29,30,29,32,0,91,35,30,23,0,88,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,219
York 012,1136,6,1,1,0,8,15,4,12,0,31,36,27,42,0,105,48,18,23,0,89,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
York 013,1249,4,2,7,0,13,5,2,22,0,29,26,40,59,0,125,24,46,56,1,127,0,0,2,0,2,0,1,2,0,3,0,0,2,0,2,0,1,3,0,4,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,308
York 014,1015,3,0,6,0,9,12,5,14,0,31,20,12,20,0,52,24,18,22,0,64,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,161
York 015,1099,5,4,4,0,13,9,2,11,0,22,18,14,31,0,63,31,30,36,0,97,0,0,0,0,0,1,0,1,0,2,1,1,0,0,2,0,0,2,0,2,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,204
York 016,1095,7,7,17,0,31,3,11,10,0,24,22,14,48,0,84,27,22,31,0,80,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,227
York 017,1219,5,6,7,0,18,10,8,9,0,27,24,19,47,0,90,33,27,46,0,106,1,0,1,0,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,250
York 018,1228,2,3,5,0,10,5,6,15,0,26,26,11,42,0,79,45,31,45,0,121,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,240
York 019,1244,1,2,6,0,9,13,5,10,0,28,15,23,40,0,78,32,38,45,0,115,1,2,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,236
York 020,1241,2,6,3,0,11,12,3,15,0,30,27,17,55,0,99,25,31,60,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,3,0,0,1,0,1,0,0,0,0,0,262
York 021,945,3,4,7,0,14,7,5,23,0,35,10,32,35,0,77,14,19,26,0,59,0,3,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,191
York 022,1133,4,1,11,0,16,11,8,15,0,34,15,30,73,1,119,36,40,47,0,123,1,0,2,0,3,2,1,2,0,5,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,304
York 023,1380,8,4,20,0,32,9,8,18,0,35,26,38,81,2,147,24,43,43,0,110,0,2,0,0,2,0,1,0,0,1,1,1,0,0,2,0,0,3,0,3,0,0,3,0,3,0,0,4,0,4,0,0,0,0,0,339
York 024,1191,3,2,7,0,12,4,5,12,0,21,29,22,46,0,97,25,34,52,0,111,0,0,1,0,1,1,0,2,0,3,3,0,2,0,5,0,0,1,0,1,0,1,2,0,3,2,0,1,0,3,0,0,0,0,0,257
York 025,1192,7,4,5,0,16,15,5,19,0,39,33,26,45,0,104,40,46,39,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,291
York 026,930,0,4,4,0,8,7,5,4,0,16,20,13,32,0,65,19,23,35,0,77,0,1,0,0,1,0,1,0,0,1,1,3,0,0,4,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,175
York 027,864,2,1,3,0,6,7,3,11,0,21,9,5,39,0,53,22,19,21,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,143
York 028,895,3,2,5,0,10,15,4,6,0,25,19,21,25,0,65,26,20,30,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,177
York 029,984,1,2,1,0,4,5,2,9,0,16,13,19,26,0,58,20,18,28,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
York 030,803,1,5,3,0,9,5,4,8,0,17,16,18,38,0,72,22,11,33,0,66,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,167
York 031,1002,6,5,5,0,16,13,7,27,0,47,18,22,46,0,86,18,25,40,0,83,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,241
York 032,769,2,3,7,0,12,6,3,13,0,22,17,17,43,0,77,3,17,31,0,51,1,1,0,0,2,0,0,3,0,3,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,171
York 033,1010,2,2,7,0,11,4,4,18,0,26,18,24,55,0,97,28,31,66,0,125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,1,1,0,0,2,0,1,1,0,2,0,0,0,0,0,266
York 034,1084,6,13,19,0,38,12,4,17,0,33,10,31,42,0,83,37,28,54,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,277
York 035,997,3,0,6,0,9,12,16,17,0,45,13,17,33,0,63,40,30,29,0,99,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,223
York 036,1031,1,2,1,0,4,13,8,18,0,39,23,9,34,0,66,22,24,25,0,71,0,0,0,0,0,2,0,1,0,3,0,1,1,0,2,2,0,0,0,2,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,190
York 037,1199,5,8,3,0,16,14,8,5,0,27,34,27,44,0,105,59,34,47,0,140,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
York 038,1225,8,2,9,0,19,17,5,14,0,36,25,22,50,0,97,59,44,59,0,162,0,0,1,0,1,2,0,1,0,3,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,323
York 039,959,9,3,1,0,13,19,7,13,0,39,18,19,35,0,72,30,19,41,0,90,0,0,2,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
York 040,1174,2,0,5,0,7,10,2,16,0,28,24,18,40,0,82,24,14,38,0,76,0,0,1,0,1,2,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
York 041,1205,7,2,3,0,12,1,2,18,0,21,17,31,38,0,86,20,26,53,0,99,0,0,0,0,0,0,0,3,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,224
York 042,1218,3,6,5,0,14,10,8,11,0,29,14,14,52,0,80,14,29,43,0,86,0,1,2,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,217
York 043,1145,6,3,6,0,15,7,4,18,0,29,21,21,59,0,101,34,15,39,0,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,237
York 044,1259,8,14,13,0,35,14,10,12,0,36,12,14,29,0,55,22,32,32,0,86,0,0,0,0,0,0,0,1,0,1,4,0,4,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,222
York 045,1192,3,4,6,0,13,8,3,23,0,34,20,21,54,0,95,20,29,63,0,112,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,259
York 046,1075,1,0,3,0,4,24,17,30,0,71,22,8,33,0,63,16,22,39,0,77,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,219
York 047,1199,15,4,2,0,21,12,10,27,0,49,19,13,44,2,78,61,33,53,0,147,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,299
York 048,1145,7,2,9,0,18,3,9,14,0,26,18,11,32,0,61,32,43,20,0,95,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
York 049,1003,3,8,7,0,18,6,9,21,0,36,15,28,50,0,93,18,31,30,0,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,228
York 050,1215,1,5,5,0,11,4,5,16,0,25,10,31,50,0,91,16,32,49,0,97,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,230
York 051,950,3,2,3,0,8,5,3,6,0,14,16,15,18,0,49,10,16,28,0,54,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129
York 052,954,2,2,5,0,9,9,3,11,0,23,12,22,28,0,62,12,19,32,0,63,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,161
York 053,1366,0,3,3,0,6,13,9,28,0,50,9,12,46,0,67,26,27,46,0,99,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1,0,0,0,1,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,231
York 054,992,0,3,2,0,5,24,3,28,0,55,11,14,37,0,62,21,18,42,0,81,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,207
York 055,1064,3,1,3,0,7,13,20,29,0,62,14,13,43,1,71,15,23,17,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,1,1,1,0,3,0,0,0,0,0,201
York 056,717,0,3,2,0,5,4,8,7,0,19,3,13,29,0,45,9,25,30,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,138
York 057,1171,4,3,5,0,12,5,5,10,0,20,21,24,36,0,81,26,44,28,0,98,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
York 058,972,7,4,8,0,19,5,4,5,0,14,18,11,36,0,65,17,33,43,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
York 059,1217,1,3,2,0,6,4,3,15,0,22,16,10,49,0,75,12,16,44,0,72,0,0,0,0,0,0,1,3,0,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
York 060,1192,3,4,5,0,12,19,4,25,0,48,11,22,37,0,70,23,26,45,0,94,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,229
York 061,1247,7,0,5,0,12,10,9,23,0,42,21,25,39,0,85,28,32,31,0,91,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
York 062,1111,2,0,5,0,7,12,7,19,0,38,14,11,38,0,63,10,14,20,0,44,0,0,0,0,0,0,0,1,0,1,3,1,0,0,4,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,161
York 063,929,4,4,3,0,11,19,13,30,0,62,9,8,31,0,48,13,21,28,0,62,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,5,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,192
York 064,1371,0,5,3,0,8,25,9,29,0,63,22,15,41,0,78,26,42,36,0,104,1,1,1,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,1,1,0,2,0,0,0,0,0,264
York 065,1288,4,5,1,0,10,36,7,30,0,73,25,30,27,0,82,22,36,22,0,80,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
York 066,1205,3,5,3,0,11,47,25,50,0,122,16,15,22,0,53,23,26,19,0,68,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,260
York 067,1118,1,4,6,0,11,16,11,13,0,40,25,32,48,0,105,30,49,28,0,107,0,0,0,0,0,5,0,0,0,5,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
York 068,1273,2,7,6,0,15,32,10,37,0,79,18,9,27,0,54,29,43,22,0,94,0,0,2,0,2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,249
York 069,976,3,0,1,0,4,14,4,12,0,30,17,10,28,0,55,15,10,26,0,51,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,1,0,2,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,148
York 070,902,1,0,3,0,4,2,5,23,0,30,8,4,26,0,38,16,15,37,0,68,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,147
York 071,1148,1,4,1,0,6,10,2,6,0,18,18,14,20,0,52,18,36,26,0,80,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,159
York 072,1140,1,0,2,0,3,22,2,22,0,46,6,8,25,0,39,16,14,26,0,56,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,151
York 073,1069,1,2,6,0,9,13,19,29,0,61,7,14,42,0,63,15,56,62,0,133,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,272
York 074,1136,3,5,1,0,9,12,4,29,0,45,18,24,25,0,67,25,41,12,0,78,0,0,0,0,0,0,1,1,0,2,0,0,2,0,2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,206
York 075,1171,7,3,5,0,15,24,9,12,0,45,27,16,32,0,75,30,44,20,0,94,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,1,2,0,3,1,1,1,0,3,1,0,0,0,1,0,0,0,0,0,239
York 076,880,0,2,3,0,5,7,2,9,0,18,12,10,21,0,43,12,28,12,0,52,1,0,0,0,1,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,124
York 077,1247,3,1,0,0,4,74,9,33,0,116,13,8,16,0,37,19,17,23,0,59,0,0,1,0,1,1,2,2,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
York 078,449,1,0,0,0,1,7,1,9,0,17,4,3,11,0,18,10,8,11,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,67
York 079,1128,3,0,0,0,3,58,10,48,0,116,13,6,13,0,32,13,21,31,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217
York 080,1125,2,5,2,0,9,11,1,15,0,27,24,17,49,0,90,13,35,37,0,85,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,218
York 081,1301,5,7,3,0,15,6,8,12,0,26,10,23,52,0,85,28,27,39,0,94,0,0,1,0,1,0,0,1,0,1,0,1,2,0,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,228
York 082,823,0,0,0,0,0,26,4,13,0,43,12,6,10,0,28,11,17,11,0,39,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,112
York 083,839,0,1,0,0,1,1,4,9,0,14,15,17,28,0,60,22,25,10,0,57,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
York 084,1166,0,3,6,0,9,16,6,33,0,55,5,25,69,0,99,17,48,84,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,314
York 085,866,0,1,1,0,2,6,1,9,0,16,5,7,14,0,26,17,16,19,0,52,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100
York 086,775,0,0,2,0,2,12,3,12,0,27,13,9,35,0,57,27,17,11,0,55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,144
FEDERAL - F03,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
FEDERAL - F04,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FEDERAL - F06,0,0,1,0,0,1,0,2,0,0,2,0,7,0,0,7,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
FEDERAL - F08,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
FEDERAL - F11,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Total:,636822,1285,1588,2488,1,5362,4406,3303,6998,3,14710,9557,10280,20793,20,40650,12450,14906,17841,14,45211,80,116,147,0,343,172,242,362,0,776,107,145,258,0,510,150,120,339,0,609,145,115,340,2,602,97,115,254,0,466,4,0,3,0,7,109246
